Country Name,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Burkina Faso,..,..,..,..,..,..,..,..,..,..,..,9.0,9.0,10.0,10.0,10.0,11.0,..,..,..
Burundi,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.0,..,..,..,..,..
Cambodia,..,..,..,..,..,..,..,..,..,..,..,20.0,21.0,..,..,..,..,..,..,..
Cameroon,..,..,..,..,..,..,..,..,..,..,..,..,13.0,14.0,14.0,..,..,..,..,..
Canada,..,..,..,..,..,..,..,..,..,..,582.0,..,..,586.0,597.0,605.0,607.0,..,..,..
Cape Verde,..,..,..,..,..,..,..,..,..,..,..,65.0,68.0,72.0,101.0,..,..,..,..,..
Cayman Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3,..,..,..,..,..
Chad,..,..,..,..,..,..,..,..,..,..,..,..,..,6.0,..,..,..,..,..,..
Channel Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,..,..,..,..,..,..,..,..,..,..,135.0,140.0,147.0,154.0,161.0,170.0,174.0,..,..,..
China,..,..,..,..,..,..,..,..,..,..,15.0,20.0,24.0,28.0,32.0,37.0,47.0,..,..,..
Colombia,..,..,..,..,..,..,..,..,..,..,..,55.0,57.0,60.0,63.0,68.0,71.0,..,..,..
Comoros,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.0,..,..,..,..,..
"Congo, Dem. Rep.",..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.0,..,..,..,..,..
"Congo, Rep.",..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.0,..,..,..,..,..
Costa Rica,..,..,..,..,..,..,..,..,..,..,190.0,198.0,..,..,152.0,163.0,166.0,..,..,..
Cote d'Ivoire,..,..,..,..,..,..,..,..,..,..,..,19.0,19.0,20.0,20.0,..,..,..,..,..
Croatia,..,..,..,..,..,..,..,..,..,..,356.0,337.0,349.0,363.0,377.0,388.0,384.0,..,..,..
Cuba,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.0,..,..,..,..
Curacao,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,..,..,..,..,..,..,..,..,..,..,521.0,552.0,570.0,582.0,623.0,659.0,675.0,..,..,..
Czech Republic,..,..,..,..,..,..,..,..,..,..,..,414.0,432.0,450.0,470.0,485.0,482.0,..,..,..
Denmark,..,..,..,..,..,..,..,..,..,..,..,430.0,437.0,450.0,466.0,477.0,478.0,..,..,..
Djibouti,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,..,..,..,..,..,..,..,..,..,..,105.0,100.0,107.0,112.0,119.0,125.0,128.0,..,..,..
Ecuador,..,..,..,..,..,..,..,..,..,..,54.0,56.0,61.0,66.0,60.0,64.0,57.0,..,..,..
"Egypt, Arab Rep.",..,..,..,..,..,..,..,..,..,..,..,36.0,37.0,39.0,41.0,42.0,45.0,..,..,..
El Salvador,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.0,51.0,54.0,..,..,..
Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.0,..,..,..,..,..
Estonia,..,..,..,..,..,..,..,..,..,..,427.0,459.0,477.0,485.0,453.0,477.0,471.0,..,..,..
Ethiopia,..,..,..,..,..,..,..,..,..,..,2.0,..,..,..,3.0,..,..,..,..,..
Faeroe Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,..,..,..,..,..,..,..,..,..,..,..,155.0,163.0,169.0,172.0,175.0,177.0,..,..,..
Finland,..,..,..,..,..,..,..,..,..,..,497.0,515.0,531.0,546.0,543.0,534.0,532.0,..,..,..
France,..,..,..,..,..,..,..,..,..,..,594.0,595.0,596.0,598.0,598.0,598.0,598.0,..,..,..
French Polynesia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",..,..,..,..,..,..,..,..,..,..,8.0,7.0,..,..,8.0,..,..,..,..,..
Georgia,..,..,..,..,..,..,..,..,..,..,71.0,..,..,116.0,131.0,139.0,151.0,..,..,..
Germany,..,..,..,..,..,..,..,..,..,..,576.0,537.0,543.0,549.0,553.0,556.0,564.0,..,..,..
Ghana,..,..,..,..,..,..,..,..,..,..,21.0,..,16.0,18.0,34.0,28.0,30.0,..,..,..
Greece,..,..,..,..,..,..,..,..,..,..,453.0,475.0,497.0,519.0,560.0,564.0,573.0,..,..,..
Greenland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,..,..,..,..,..,..,..,..,..,..,..,..,71.0,78.0,88.0,94.0,98.0,..,..,..
Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.0,..,..,..,..
Guyana,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.0,..,..,..,..
Haiti,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Honduras,..,..,..,..,..,..,..,..,..,..,..,74.0,77.0,81.0,87.0,95.0,..,..,..,..
"Hong Kong SAR, China",..,..,..,..,..,..,..,..,..,..,72.0,73.0,71.0,71.0,72.0,73.0,74.0,..,..,..
Hungary,..,..,..,..,..,..,..,..,..,..,316.0,..,365.0,375.0,384.0,351.0,347.0,..,..,..
Iceland,..,..,..,..,..,..,..,..,..,..,656.0,685.0,724.0,748.0,772.0,767.0,746.0,..,..,..
India,..,..,..,..,..,..,..,..,..,..,12.0,13.0,14.0,15.0,..,17.0,18.0,..,..,..
Indonesia,..,..,..,..,..,..,..,..,..,..,..,36.0,44.0,53.0,70.0,77.0,79.0,..,..,..
"Iran, Islamic Rep.",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,128.0,..,..,..,..
Iraq,..,..,..,..,..,..,..,..,..,..,..,..,..,77.0,..,..,..,..,..,..
Ireland,..,..,..,..,..,..,..,..,..,..,447.0,462.0,476.0,500.0,520.0,523.0,513.0,..,..,..
Isle of Man,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,..,..,..,..,..,..,..,..,..,..,285.0,288.0,292.0,296.0,305.0,313.0,316.0,..,..,..
Italy,..,..,..,..,..,..,..,..,..,..,..,..,667.0,677.0,663.0,669.0,672.0,..,..,..
Jamaica,..,..,..,..,..,..,..,..,..,..,..,..,184.0,191.0,..,120.0,..,..,..,..
Japan,..,..,..,..,..,..,..,..,..,..,581.0,587.0,592.0,594.0,592.0,592.0,589.0,..,..,..
Jordan,..,..,..,..,..,..,..,..,..,..,100.0,109.0,116.0,126.0,138.0,144.0,154.0,..,..,..
Kazakhstan,..,..,..,..,..,..,..,..,..,..,96.0,99.0,116.0,139.0,170.0,197.0,199.0,..,..,..
Kenya,..,..,..,..,..,..,..,..,..,..,17.0,17.0,18.0,18.7,20.0,21.0,23.0,..,..,..
Kiribati,..,..,..,..,..,..,..,..,..,..,..,..,..,..,146.0,..,..,..,..,..
"Korea, Dem. Rep.",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",..,..,..,..,..,..,..,..,..,..,303.0,311.0,320.0,329.0,339.0,346.0,355.0,..,..,..
Kosovo,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,..,..,..,..,..,..,..,..,..,..,397.0,415.0,448.0,467.0,475.0,485.0,495.0,..,..,..
Kyrgyz Republic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.0,..,..,..,..,..
Lao PDR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.0,..,..,..,..,..
Latvia,..,..,..,..,..,..,..,..,..,..,329.0,348.0,377.0,417.0,459.0,474.0,459.0,..,..,..
Lebanon,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.0,..,..,..,..,..
Libya,..,..,..,..,..,..,..,..,..,..,..,..,254.0,..,290.0,..,..,..,..,..
Liechtenstein,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,..,..,..,..,..,..,..,..,..,..,401.0,421.0,467.0,514.0,518.0,546.0,555.0,..,..,..
Luxembourg,..,..,..,..,..,..,..,..,..,..,718.0,719.0,727.0,734.0,741.0,747.0,739.0,..,..,..
"Macao SAR, China",..,..,..,..,..,..,..,..,..,..,138.0,141.0,147.0,151.0,159.0,161.0,161.0,..,..,..
"Macedonia, FYR",..,..,..,..,..,..,..,..,..,..,..,136.0,138.0,134.0,136.0,144.0,155.0,..,..,..
Madagascar,..,..,..,..,..,..,..,..,..,..,..,11.0,12.0,13.0,16.0,19.0,26.0,..,..,..
Malawi,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.0,..,..,..,..,..
Malaysia,..,..,..,..,..,..,..,..,..,..,272.0,271.0,289.0,304.0,318.0,334.0,350.0,..,..,..
Maldives,..,..,..,..,..,..,..,..,..,..,11.0,13.0,15.0,18.0,20.0,23.0,24.0,..,..,..
Mali,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.0,13.0,14.0,..,..,..
Malta,..,..,..,..,..,..,..,..,..,..,633.0,636.0,634.0,548.0,664.0,674.0,679.0,..,..,..
Marshall Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritius,..,..,..,..,..,..,..,..,..,..,122.0,130.0,137.0,143.0,150.0,159.0,166.0,..,..,..
Mexico,..,..,..,..,..,..,..,..,..,..,203.0,200.0,208.0,231.0,246.0,265.0,276.0,..,..,..
"Micronesia, Fed. Sts.",..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.0,..,..,..,..,..
Moldova,..,..,..,..,..,..,..,..,..,..,78.0,95.0,105.0,114.0,124.0,139.0,146.0,..,..,..
Monaco,..,..,..,..,..,..,..,..,..,..,..,..,..,860.0,874.0,863.0,908.0,..,..,..
Mongolia,..,..,..,..,..,..,..,..,..,..,43.0,48.0,51.0,55.0,62.0,72.0,..,..,..,..
Montenegro,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Morocco,..,..,..,..,..,..,..,..,..,..,59.0,58.0,..,64.0,70.0,..,..,..,..,..
Mozambique,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.0,10.0,12.0,..,..,..
Myanmar,..,..,..,..,..,..,..,..,..,..,5.0,..,6.0,6.0,..,7.0,7.0,..,..,..
Namibia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,110.0,..,103.0,..,..,..
Nepal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.0,..,..,..,..,..
Netherlands,..,..,..,..,..,..,..,..,..,..,..,494.0,491.0,504.0,514.0,522.0,..,..,..,..
New Caledonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,..,..,..,..,..,..,..,..,..,..,681.0,697.0,714.0,724.0,729.0,733.0,718.0,..,..,..
Nicaragua,..,..,..,..,..,..,..,..,..,..,42.0,46.0,..,..,57.0,58.0,58.0,..,..,..
Niger,..,..,..,..,..,..,..,..,..,..,5.0,5.0,6.0,6.0,7.0,7.0,8.0,..,..,..
Nigeria,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.0,..,..,..,..,..
Northern Mariana Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,..,..,..,..,..,..,..,..,..,..,525.0,535.0,546.0,558.0,572.0,575.0,578.0,..,..,..
Oman,..,..,..,..,..,..,..,..,..,..,..,..,..,..,215.0,..,..,..,..,..
Pakistan,..,..,..,..,..,..,..,..,..,..,..,11.0,11.0,12.0,12.0,12.0,13.0,..,..,..
Palau,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Panama,..,..,..,..,..,..,..,..,..,..,..,108.0,108.0,111.0,117.0,135.0,141.0,..,..,..
Papua New Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.0,..,..,..,..,..
Paraguay,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.0,..,91.0,..,..,..
Peru,..,..,..,..,..,..,..,..,..,..,..,54.0,57.0,58.0,61.0,65.0,68.0,..,..,..
Philippines,..,..,..,..,..,..,..,..,..,..,..,34.0,34.0,33.0,32.0,32.0,33.0,..,..,..
Poland,..,..,..,..,..,..,..,..,..,..,357.0,378.0,386.0,416.0,451.0,495.0,508.0,..,..,..
Portugal,..,..,..,..,..,..,..,..,..,..,507.0,..,..,509.0,..,..,..,..,..,..
Puerto Rico,..,..,..,..,..,..,..,..,..,..,..,578.0,575.0,623.0,642.0,622.0,596.0,..,..,..
Qatar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,532.0,..,..,..,..,..
Romania,..,..,..,..,..,..,..,..,..,..,177.0,185.0,180.0,172.0,194.0,219.0,230.0,..,..,..
Russian Federation,..,..,..,..,..,..,..,..,..,..,..,202.0,213.0,223.0,244.0,264.0,271.0,..,..,..
Rwanda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.0,4.0,5.0,..,..,..
Samoa,..,..,..,..,..,..,..,..,..,..,..,57.0,61.0,64.0,77.0,..,..,..,..,..
San Marino,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.0,..,..,..,..,..
Saudi Arabia,..,..,..,..,..,..,..,..,..,..,..,..,192.0,..,..,..,..,..,..,..
Senegal,..,..,..,..,..,..,..,..,..,..,..,..,20.0,20.0,20.0,22.0,..,..,..,..
Serbia,..,..,..,..,..,..,..,..,..,..,..,234.0,239.0,246.0,226.0,229.0,252.0,..,..,..
Seychelles,..,..,..,..,..,..,..,..,..,..,121.0,..,..,..,173.0,..,..,..,..,..
Sierra Leone,..,..,..,..,..,..,..,..,..,..,..,5.0,6.0,6.0,6.0,6.0,..,..,..,..
Singapore,..,..,..,..,..,..,..,..,..,..,133.0,142.0,144.0,149.0,154.0,155.0,156.0,..,..,..
Sint Maarten (Dutch part),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,..,..,..,..,..,..,..,..,..,..,288.0,256.0,280.0,288.0,311.0,337.0,348.0,..,..,..
Slovenia,..,..,..,..,..,..,..,..,..,..,492.0,505.0,518.0,529.0,547.0,565.0,566.0,..,..,..
Solomon Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,..,..,..,..,..,..,..,..,..,..,..,135.0,142.0,150.0,158.0,160.0,162.0,..,..,..
South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,..,..,..,..,..,..,..,..,..,..,550.0,567.0,580.0,591.0,606.0,606.0,596.0,..,..,..
Sri Lanka,..,..,..,..,..,..,..,..,..,..,..,38.0,40.0,43.0,45.0,46.0,47.0,..,..,..
St. Kitts and Nevis,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,..,..,..,..,..,..,..,..,..,..,138.0,..,..,..,..,204.0,..,..,..,..
Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.0,..,..,..,..,..
Suriname,..,..,..,..,..,..,..,..,..,..,227.0,216.0,..,219.0,..,235.0,282.0,..,..,..
Swaziland,..,..,..,..,..,..,..,..,..,..,84.0,..,..,..,89.0,..,..,..,..,..
Sweden,..,..,..,..,..,..,..,..,..,..,..,508.0,513.0,517.0,523.0,521.0,519.0,..,..,..
Switzerland,..,..,..,..,..,..,..,..,..,..,554.0,559.0,563.0,566.0,569.0,567.0,563.0,..,..,..
Syrian Arab Republic,..,..,..,..,..,..,..,..,..,..,36.0,36.0,41.0,46.0,51.0,57.0,63.0,..,..,..
Tajikistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.0,..,..,..,..,..
Tanzania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.0,..,..,..,..,..
Thailand,..,..,..,..,..,..,..,..,..,..,..,..,146.0,134.0,..,..,..,..,..,..
Timor-Leste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Togo,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.0,..,..,..,..,..
Tonga,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad and Tobago,..,..,..,..,..,..,..,..,..,..,..,..,..,334.0,353.0,..,..,..,..,..
Tunisia,..,..,..,..,..,..,..,..,..,..,..,95.0,97.0,..,116.0,114.0,..,..,..,..
Turkey,..,..,..,..,..,..,..,..,..,..,91.0,111.0,118.0,126.0,132.0,138.0,142.0,..,..,..
Turkmenistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,106.0,..,..,..,..
Turks and Caicos Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,..,..,..,..,..,..,..,..,..,..,..,6.0,6.0,6.0,7.0,7.0,8.0,..,..,..
Ukraine,..,..,..,..,..,..,..,..,..,..,139.0,135.0,139.0,143.0,151.0,164.0,167.0,..,..,..
United Arab Emirates,..,..,..,..,..,..,..,..,..,..,..,278.0,279.0,272.0,313.0,..,..,..,..,..
United Kingdom,..,..,..,..,..,..,..,..,..,..,496.0,510.0,517.0,521.0,527.0,526.0,523.0,..,..,..
United States,..,..,..,..,..,..,..,..,..,..,796.0,810.0,816.0,818.0,820.0,815.0,802.0,..,..,..
Uruguay,..,..,..,..,..,..,..,..,..,..,..,..,184.0,194.0,194.0,194.0,200.0,..,..,..
Uzbekistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Vanuatu,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Venezuela, RB",..,..,..,..,..,..,..,..,..,..,..,..,..,..,147.0,..,..,..,..,..
Vietnam,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.0,..,..,..,..,..
Virgin Islands (U.S.),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,..,..,..,..,..,..,..,..,..,..,30.0,35.0,37.0,31.0,20.0,24.0,30.0,..,..,..
"Yemen, Rep.",..,..,..,..,..,..,..,..,..,..,..,23.0,..,..,35.0,..,..,..,..,..
Zambia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.0,21.0,..,..,..,..
Zimbabwe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,114.0,..,..,..,..,..
