Country Name,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Belarus,..,..,6.9,6.4,6.8,6.2,6.4,6.4,6.9,6.6,6.8,6.8,6.8,6.3,6.4,5.9,6.1,5.6,..,..
Belgium,..,..,8.5,8.8,8.6,8.7,8.9,9.0,9.1,9.3,10.1,10.5,10.3,9.6,9.6,10.0,10.8,10.7,..,..
Belize,..,..,3.9,3.3,3.6,3.8,3.6,3.7,3.7,3.7,3.7,3.4,3.5,4.4,4.8,4.8,5.5,5.2,..,..
Benin,..,..,5.1,4.9,4.3,4.4,4.6,4.3,4.6,4.3,4.6,4.6,4.7,4.8,4.6,4.2,4.3,4.1,..,..
Bermuda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,..,..,3.5,4.5,5.1,5.4,6.7,6.7,6.2,7.9,5.2,4.5,4.7,5.2,5.0,5.2,5.1,5.2,..,..
Bolivia,..,..,4.5,4.6,4.4,5.1,6.2,6.1,6.3,6.5,5.7,5.7,5.5,4.8,4.7,4.9,5.1,4.8,..,..
Bosnia and Herzegovina,..,..,10.6,11.3,7.9,7.8,8.7,7.1,7.2,7.1,8.0,9.2,9.1,9.3,9.8,10.3,10.9,11.1,..,..
Botswana,..,..,4.2,4.2,4.4,4.0,3.8,4.7,5.3,6.0,6.0,8.2,7.5,6.7,7.9,7.8,10.0,8.3,..,..
Brazil,..,..,6.7,6.8,6.8,6.7,7.1,7.2,7.3,7.2,7.0,7.1,8.2,8.5,8.5,8.3,8.8,9.0,..,..
Brunei Darussalam,..,..,2.7,3.6,3.7,4.4,4.1,3.0,3.2,3.1,3.1,2.7,2.5,2.3,2.4,2.3,3.0,2.8,..,..
Bulgaria,..,..,5.1,4.6,4.9,5.2,5.9,6.0,7.0,7.3,7.4,7.3,7.3,6.9,6.8,7.0,7.2,6.9,..,..
Burkina Faso,..,..,4.3,4.5,4.5,4.7,5.3,5.1,4.9,5.0,5.5,6.1,6.7,6.3,6.3,5.9,6.6,6.7,..,..
Burundi,..,..,5.7,6.1,5.6,6.1,6.1,6.5,6.6,6.9,7.6,9.6,10.7,14.3,13.9,12.4,11.4,11.6,..,..
Cambodia,..,..,5.7,7.5,6.7,6.2,5.7,5.8,6.1,6.3,6.8,6.5,6.4,9.8,5.0,4.8,5.3,5.6,..,..
Cameroon,..,..,3.9,5.0,4.4,4.3,4.3,4.6,4.8,5.0,5.1,4.8,4.9,4.7,4.7,5.1,4.9,5.1,..,..
Canada,..,..,9.0,8.8,8.8,9.0,8.9,8.8,9.3,9.6,10.6,10.0,9.4,10.0,10.0,10.3,11.4,11.3,..,..
Cape Verde,..,..,5.1,4.6,4.5,5.1,4.5,4.6,5.0,5.0,4.6,5.1,4.6,4.9,4.6,4.4,3.9,4.1,..,..
Cayman Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,..,..,3.6,3.6,3.8,3.5,3.5,3.8,3.8,3.9,4.0,4.0,4.3,3.8,4.1,4.0,4.0,4.0,..,..
Chad,..,..,5.8,5.5,5.5,5.4,5.9,6.3,6.0,8.4,5.9,5.7,4.8,4.0,4.2,3.6,4.6,4.5,..,..
Channel Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,..,..,5.3,5.8,5.9,6.4,6.6,6.6,6.8,6.7,7.5,7.1,6.9,6.6,6.9,7.5,8.4,8.0,..,..
China,..,..,3.5,3.8,4.0,4.4,4.5,4.6,4.6,4.8,4.8,4.7,4.7,4.6,4.4,4.6,5.1,5.1,..,..
Colombia,..,..,7.3,8.8,9.6,9.3,9.3,6.8,6.8,6.6,6.6,6.4,6.3,7.3,7.2,6.9,7.6,7.6,..,..
Comoros,..,..,4.0,3.9,3.9,3.4,3.2,2.8,2.3,2.9,3.1,3.0,3.0,4.0,4.3,4.5,3.2,4.5,..,..
"Congo, Dem. Rep.",..,..,3.4,3.2,3.9,4.2,3.7,4.2,3.7,3.7,4.6,5.2,5.3,6.2,6.2,7.3,9.6,7.9,..,..
"Congo, Rep.",..,..,3.1,2.8,2.9,3.6,3.1,2.1,2.4,2.4,2.6,2.5,2.4,2.4,2.7,2.6,2.8,2.5,..,..
Costa Rica,..,..,6.5,6.7,6.2,6.3,6.2,6.5,7.1,7.7,7.7,7.7,7.6,7.8,8.4,9.4,10.5,10.9,..,..
Cote d'Ivoire,..,..,5.1,5.7,6.2,6.6,5.6,5.0,4.0,3.5,3.8,4.2,4.3,4.7,5.8,5.9,5.2,5.3,..,..
Croatia,..,..,8.0,8.3,6.9,7.7,7.3,7.8,7.3,6.3,6.5,6.7,7.0,7.0,7.5,7.8,7.8,7.8,..,..
Cuba,..,..,5.7,5.8,6.0,6.3,6.6,6.7,6.3,6.4,6.3,6.1,9.3,7.6,10.4,10.8,12.1,10.6,..,..
Curacao,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,..,..,4.7,5.2,5.5,5.5,5.6,5.7,5.7,6.1,6.8,6.4,6.3,6.3,6.1,6.0,6.1,6.0,..,..
Czech Republic,..,..,7.0,6.7,6.7,6.6,6.6,6.5,6.7,7.1,7.4,7.2,7.2,6.7,6.5,6.8,8.0,7.9,..,..
Denmark,..,..,8.1,8.2,8.2,8.3,8.5,8.3,8.6,8.8,9.3,9.5,9.5,9.9,9.9,10.2,11.5,11.4,..,..
Djibouti,..,..,4.0,4.0,4.5,5.3,6.2,5.8,5.4,5.5,6.1,5.4,6.8,7.0,7.7,7.2,7.8,7.2,..,..
Dominica,..,..,5.9,6.0,6.1,5.9,5.9,5.9,6.2,6.5,6.4,6.0,6.0,6.1,6.1,6.0,6.2,7.4,..,..
Dominican Republic,..,..,5.5,5.3,5.7,5.8,5.9,6.3,6.2,6.3,6.0,5.3,5.5,5.6,5.4,5.7,5.9,6.2,..,..
Ecuador,..,..,4.1,4.4,4.4,4.3,4.7,4.2,4.6,4.9,4.9,5.1,5.2,6.7,7.0,7.0,8.8,8.1,..,..
"Egypt, Arab Rep.",..,..,3.9,4.3,5.0,5.1,5.3,5.4,5.8,6.1,5.8,5.5,5.2,5.3,4.9,4.8,4.8,4.7,..,..
El Salvador,..,..,6.4,7.6,8.1,8.2,8.0,8.0,7.8,7.7,7.3,7.2,7.2,6.6,6.3,6.2,6.8,6.9,..,..
Equatorial Guinea,..,..,5.2,4.8,3.7,4.9,2.8,1.9,2.0,3.8,2.4,2.1,1.7,1.8,1.9,2.7,4.5,4.5,..,..
Eritrea,..,..,4.5,3.7,4.2,4.3,4.7,5.3,5.1,4.4,4.1,3.8,3.0,3.1,3.2,4.3,2.8,2.7,..,..
Estonia,..,..,6.3,6.6,6.2,5.6,5.9,5.3,4.9,4.8,5.0,5.0,5.0,5.0,5.1,5.9,6.7,6.0,..,..
Ethiopia,..,..,3.9,3.7,4.0,4.5,4.5,4.3,4.7,4.7,4.9,4.3,4.1,4.2,4.8,4.3,4.4,4.9,..,..
Faeroe Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,..,..,3.1,3.5,3.7,3.4,3.2,4.0,3.4,3.6,3.5,3.8,3.7,3.8,4.4,4.2,5.0,4.9,..,..
Finland,..,..,7.9,8.1,7.7,7.4,7.4,7.2,7.4,7.8,8.2,8.2,8.4,8.3,8.0,8.3,9.0,9.0,..,..
France,..,..,10.4,10.4,10.2,10.1,10.1,10.1,10.2,10.5,10.9,11.0,11.1,11.1,11.1,11.2,11.9,11.9,..,..
French Polynesia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,..,..,3.0,2.9,2.5,3.5,3.0,2.5,2.9,3.2,3.3,3.0,2.6,2.8,2.9,2.6,3.6,3.5,..,..
"Gambia, The",..,..,6.2,5.6,5.2,5.8,5.7,5.8,5.8,5.9,5.8,6.3,6.1,5.9,5.3,5.2,6.1,5.7,..,..
Georgia,..,..,5.1,7.5,7.8,6.5,6.2,7.0,7.8,8.7,8.5,8.5,8.6,8.4,8.2,9.0,10.2,10.1,..,..
Germany,..,..,10.1,10.4,10.2,10.2,10.3,10.3,10.4,10.6,10.8,10.6,10.7,10.6,10.5,10.7,11.7,11.6,..,..
Ghana,..,..,6.9,6.7,7.1,6.9,7.1,7.2,7.0,6.5,6.6,6.3,7.1,4.4,6.0,5.6,5.0,5.2,..,..
Greece,..,..,8.6,8.6,8.4,8.4,8.6,7.9,8.8,9.1,8.9,8.7,9.6,9.7,9.8,10.1,10.6,10.2,..,..
Greenland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,..,..,5.4,5.5,5.8,5.8,5.7,6.1,7.8,6.8,6.0,5.8,5.9,6.4,6.1,5.9,6.2,5.9,..,..
Guam,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,..,..,3.7,3.6,3.8,4.2,4.7,5.5,6.1,5.9,6.1,6.1,6.2,7.4,7.2,7.0,6.9,6.9,..,..
Guinea,..,..,5.1,5.2,5.1,5.3,5.2,5.3,6.1,6.1,5.1,5.2,5.1,5.3,5.4,5.5,5.3,4.9,..,..
Guinea-Bissau,..,..,7.6,7.4,7.0,7.2,6.2,5.8,6.1,7.5,7.3,5.8,5.8,5.7,5.7,5.7,8.6,8.5,..,..
Guyana,..,..,4.7,4.5,4.7,4.8,4.3,5.5,5.6,5.7,5.3,6.4,6.9,6.0,5.3,6.0,6.2,6.1,..,..
Haiti,..,..,6.6,6.4,6.2,6.0,5.7,6.1,5.6,5.2,4.7,4.6,4.4,5.7,5.6,5.4,6.1,6.9,..,..
Honduras,..,..,5.5,5.4,5.5,5.6,5.7,5.4,5.5,6.1,6.4,6.5,6.1,5.7,5.9,6.0,7.0,6.8,..,..
"Hong Kong SAR, China",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Hungary,..,..,7.3,7.0,6.7,7.1,7.2,7.0,7.1,7.5,8.3,8.0,8.3,8.1,7.6,7.3,7.6,7.3,..,..
Iceland,..,..,8.2,8.2,8.1,9.2,10.2,9.8,9.6,10.4,10.6,10.0,9.6,9.3,9.3,9.2,9.8,9.4,..,..
India,..,..,4.3,4.1,4.5,4.6,4.4,4.6,4.8,4.8,4.6,4.1,4.0,4.0,4.0,4.0,4.2,4.1,..,..
Indonesia,..,..,1.8,1.8,1.8,1.9,2.1,2.0,2.2,2.2,2.5,2.4,2.1,2.5,2.7,2.5,2.5,2.6,..,..
"Iran, Islamic Rep.",..,..,3.8,3.7,4.1,4.5,4.6,4.6,5.1,5.1,4.9,4.9,5.7,5.5,5.5,5.8,5.7,5.6,..,..
Iraq,..,..,..,0.7,0.7,1.6,1.2,1.3,1.3,1.3,2.7,5.2,4.4,3.6,4.9,4.9,8.4,8.4,..,..
Ireland,..,..,6.6,6.5,6.3,6.1,6.1,6.1,6.8,7.1,7.4,7.6,7.5,7.5,7.6,8.8,9.4,9.2,..,..
Isle of Man,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,..,..,7.4,7.4,7.7,7.6,7.3,7.3,7.8,7.7,7.7,7.6,7.6,7.4,7.4,7.5,7.6,7.6,..,..
Italy,..,..,7.3,7.4,7.7,7.7,7.8,8.1,8.2,8.3,8.3,8.7,8.6,9.0,8.6,9.0,9.4,9.5,..,..
Jamaica,..,..,4.1,4.7,6.0,5.1,4.7,5.5,5.1,4.9,4.6,4.8,4.1,4.2,4.9,5.2,4.9,4.8,..,..
Japan,..,..,6.9,7.0,7.0,7.3,7.5,7.7,7.9,8.0,8.1,8.0,8.2,8.2,8.2,8.5,9.5,9.5,..,..
Jordan,..,..,8.3,8.6,9.3,9.3,9.4,9.7,10.0,9.9,9.5,9.5,8.9,8.2,8.4,8.5,9.6,8.0,..,..
Kazakhstan,..,..,4.6,4.3,4.7,4.8,4.4,4.2,3.5,3.6,3.7,4.0,4.1,3.9,3.4,3.9,4.5,4.3,..,..
Kenya,..,..,4.6,4.4,4.3,4.1,3.6,4.2,4.2,4.4,4.3,4.2,4.3,4.5,4.4,4.2,4.8,4.8,..,..
Kiribati,..,..,9.4,9.3,9.4,7.1,8.9,8.0,8.9,8.8,9.7,10.4,10.7,11.0,13.6,12.5,13.0,11.2,..,..
"Korea, Dem. Rep.",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",..,..,3.9,4.1,4.1,4.2,4.5,4.8,5.3,5.1,5.4,5.4,5.7,6.0,6.3,6.5,6.9,6.9,..,..
Kosovo,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,..,..,3.8,3.5,3.7,4.4,3.8,2.6,3.7,3.7,3.3,2.8,2.4,2.3,2.1,1.9,3.8,2.6,..,..
Kyrgyz Republic,..,..,6.9,6.3,5.5,6.9,6.0,4.7,4.8,5.4,5.4,5.6,5.8,6.4,6.6,5.7,6.4,6.2,..,..
Lao PDR,..,..,3.0,3.2,4.3,4.9,3.6,3.2,4.0,3.9,5.0,4.4,4.3,3.9,4.0,4.5,4.3,4.5,..,..
Latvia,..,..,5.8,6.1,6.2,6.3,6.4,6.0,6.1,6.2,6.1,6.5,6.2,6.8,7.0,6.6,6.6,6.7,..,..
Lebanon,..,..,10.7,10.7,11.5,11.4,10.9,10.7,10.4,9.3,8.7,8.3,8.4,8.1,8.4,7.7,7.4,7.0,..,..
Lesotho,..,..,7.5,7.4,6.6,6.8,6.6,6.7,7.5,6.8,6.9,6.6,6.2,7.0,8.5,8.8,9.4,11.1,..,..
Liberia,..,..,0.0,0.0,0.0,9.4,9.5,9.3,9.5,9.0,9.2,9.3,9.6,6.9,11.7,11.9,12.2,11.8,..,..
Libya,..,..,3.5,3.3,3.2,4.0,3.6,3.3,4.0,4.9,3.7,3.1,2.5,2.4,2.8,3.0,3.9,3.9,..,..
Liechtenstein,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,..,..,5.4,5.6,5.7,6.1,6.2,6.5,6.3,6.4,6.5,5.7,5.9,6.2,6.2,6.6,7.5,7.0,..,..
Luxembourg,..,..,5.6,5.7,5.6,5.7,5.8,7.5,7.4,8.3,7.7,8.2,7.9,7.7,7.1,6.8,7.9,7.8,..,..
"Macao SAR, China",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Macedonia, FYR",..,..,8.5,8.8,9.2,10.1,8.7,8.7,8.4,9.2,9.3,8.7,8.1,7.8,6.9,6.8,6.9,7.1,..,..
Madagascar,..,..,2.8,3.2,3.4,3.2,3.2,3.7,3.8,3.8,3.5,3.6,3.7,4.0,4.1,4.5,4.2,3.8,..,..
Malawi,..,..,4.9,4.6,5.1,5.4,6.4,6.0,5.0,4.8,6.3,7.7,8.1,9.0,7.0,6.6,6.7,6.6,..,..
Malaysia,..,..,3.0,3.1,3.0,3.2,3.3,3.2,3.5,3.5,4.7,4.5,4.1,3.9,3.8,3.8,4.6,4.4,..,..
Maldives,..,..,8.5,8.5,8.7,8.5,8.7,8.7,8.4,8.2,8.2,8.3,9.9,7.4,6.8,7.8,6.4,6.3,..,..
Mali,..,..,5.2,7.8,7.0,6.2,6.0,6.3,6.4,6.3,6.3,6.3,6.1,5.9,5.8,5.6,5.5,5.0,..,..
Malta,..,..,5.8,6.2,6.6,6.6,6.6,6.8,7.1,7.7,8.0,8.4,8.5,9.3,8.7,8.3,8.5,8.6,..,..
Marshall Islands,..,..,13.8,17.1,17.6,16.3,16.4,20.3,17.1,15.9,13.8,14.3,13.6,16.6,17.0,16.6,18.9,18.0,..,..
Mauritania,..,..,2.6,1.7,1.9,2.9,4.0,3.9,2.8,3.8,3.1,3.7,3.1,3.5,4.4,4.3,4.2,4.4,..,..
Mauritius,..,..,3.5,3.4,3.4,3.6,3.5,3.8,3.9,4.2,4.0,4.3,4.6,4.3,5.2,5.3,5.6,6.0,..,..
Mexico,..,..,5.1,4.7,4.8,4.9,5.1,5.1,5.5,5.6,5.8,6.0,5.9,5.7,5.8,5.9,6.5,6.3,..,..
"Micronesia, Fed. Sts.",..,..,8.6,8.3,8.4,7.5,8.2,8.2,9.0,8.3,9.9,10.8,12.6,12.0,12.0,12.9,13.4,14.2,..,..
Moldova,..,..,8.5,9.7,8.9,7.3,5.6,6.1,6.7,7.5,7.7,7.7,8.4,10.6,10.9,11.4,12.5,11.7,..,..
Monaco,..,..,3.0,3.0,3.1,3.1,3.4,3.2,3.3,3.3,3.9,4.0,3.9,3.8,3.3,3.6,4.2,4.3,..,..
Mongolia,..,..,4.9,4.3,4.3,4.6,4.9,4.9,6.0,6.0,4.8,4.5,3.8,3.6,4.6,5.7,5.7,5.4,..,..
Montenegro,..,..,7.5,7.5,7.5,7.5,7.5,7.9,8.9,9.0,9.6,9.1,8.7,8.6,7.8,8.0,9.4,9.1,..,..
Morocco,..,..,3.9,3.8,4.1,3.9,4.0,4.2,4.4,5.3,5.3,5.2,5.1,5.2,5.2,5.2,5.2,5.2,..,..
Mozambique,..,..,5.1,4.2,4.6,4.6,5.2,5.9,5.6,6.0,5.7,5.1,5.4,5.4,4.8,4.1,5.4,5.2,..,..
Myanmar,..,..,2.1,2.1,1.8,1.8,1.8,2.1,2.1,2.4,2.3,2.3,2.1,2.1,2.0,2.0,2.1,2.0,..,..
Namibia,..,..,6.2,6.6,6.8,6.8,7.0,6.1,6.2,6.2,6.5,6.5,7.3,7.2,6.9,6.8,7.2,6.8,..,..
Nepal,..,..,4.9,5.0,5.1,6.2,5.5,5.1,5.0,5.7,5.4,6.2,5.9,5.4,5.2,5.6,5.5,5.5,..,..
Netherlands,..,..,8.3,8.2,7.9,8.1,8.1,8.0,8.3,8.9,9.8,10.0,9.8,9.7,9.7,9.9,12.0,11.9,..,..
New Caledonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,..,..,7.2,7.1,7.3,7.8,7.6,7.7,7.8,8.2,8.0,8.4,8.9,8.8,8.5,9.3,10.0,10.1,..,..
Nicaragua,..,..,8.4,8.3,6.8,7.3,6.9,7.0,6.8,7.4,7.9,7.9,7.9,8.2,9.1,9.3,9.6,9.1,..,..
Niger,..,..,3.4,3.2,3.6,3.8,3.8,3.5,3.8,3.8,3.6,4.0,6.0,6.0,5.4,5.2,5.4,5.2,..,..
Nigeria,..,..,4.4,4.5,4.6,5.6,5.6,4.6,5.2,3.9,7.5,7.0,6.6,5.7,6.0,5.7,6.1,5.1,..,..
Northern Mariana Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,..,..,9.1,8.7,8.4,9.2,9.3,8.4,8.8,9.8,10.0,9.6,9.1,8.6,8.7,8.5,9.7,9.5,..,..
Oman,..,..,3.6,3.6,3.4,3.7,3.5,3.1,3.1,3.2,3.2,3.0,2.6,2.3,2.5,2.1,3.0,2.8,..,..
Pakistan,..,..,3.3,3.3,3.3,3.6,3.7,3.0,2.8,3.0,2.9,2.9,2.8,2.7,2.6,2.5,2.2,2.2,..,..
Palau,..,..,11.0,11.4,11.0,9.3,10.2,10.6,9.3,10.4,10.3,11.5,10.5,10.5,10.8,10.2,10.6,10.3,..,..
Panama,..,..,7.7,7.2,7.1,7.1,6.9,7.8,7.7,8.0,7.6,8.1,7.5,7.0,6.7,7.3,8.1,8.1,..,..
Papua New Guinea,..,..,3.4,3.6,3.3,3.8,3.8,4.0,4.4,4.2,3.7,4.2,4.3,3.4,3.2,3.3,3.7,3.6,..,..
Paraguay,..,..,6.7,6.8,6.9,7.1,7.7,9.2,8.9,8.6,7.2,6.7,6.8,6.6,6.1,6.0,6.6,5.9,..,..
Peru,..,..,4.5,4.5,4.3,4.5,4.9,4.7,4.7,4.8,4.5,4.4,4.5,4.5,5.1,5.7,5.3,5.1,..,..
Philippines,..,..,3.4,3.5,3.6,3.5,3.5,3.4,3.2,3.0,3.4,3.6,3.6,3.5,3.4,3.3,3.6,3.6,..,..
Poland,..,..,5.5,5.9,5.6,5.9,5.7,5.5,5.9,6.3,6.2,6.2,6.2,6.2,6.4,7.0,7.4,7.5,..,..
Portugal,..,..,7.8,8.0,8.0,8.0,8.2,8.8,8.8,9.0,9.7,10.0,10.2,10.1,10.0,10.1,10.7,11.0,..,..
Puerto Rico,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,..,..,3.7,3.6,3.2,3.4,2.9,2.3,2.7,2.9,4.3,3.7,3.3,2.7,2.4,2.1,2.6,1.8,..,..
Romania,..,..,..,..,..,4.6,5.1,5.2,5.4,5.7,5.3,5.5,5.5,5.1,5.2,5.4,5.6,5.6,..,..
Russian Federation,..,..,5.3,5.5,7.1,6.6,5.8,5.4,5.6,6.0,5.6,5.2,5.2,5.3,5.4,4.8,5.6,5.1,..,..
Rwanda,..,..,4.5,4.6,4.6,5.3,4.7,4.2,4.3,4.2,6.3,6.7,7.1,10.8,9.5,9.4,10.1,10.5,..,..
Samoa,..,..,5.0,5.5,5.5,6.1,5.6,5.6,4.9,4.9,5.0,5.2,5.5,5.3,5.9,5.5,5.4,6.5,..,..
San Marino,..,..,7.8,7.6,7.5,7.4,7.4,7.5,7.4,9.3,7.3,7.6,7.5,7.2,7.1,7.1,7.1,7.1,..,..
Sao Tome and Principe,..,..,10.1,9.1,9.5,8.1,9.2,11.1,13.0,13.9,14.0,13.3,10.9,7.6,7.5,7.0,7.2,7.2,..,..
Saudi Arabia,..,..,3.0,3.0,3.1,3.3,4.1,4.3,4.5,4.3,4.0,3.7,3.5,3.8,3.8,3.2,4.4,4.3,..,..
Senegal,..,..,3.9,4.1,4.1,4.1,4.4,4.3,4.5,5.1,5.4,5.7,5.4,5.8,5.7,5.8,5.7,5.7,..,..
Serbia,..,..,7.3,7.3,7.2,7.4,7.4,7.4,7.6,8.9,8.8,8.7,9.0,9.4,10.4,10.4,10.5,10.4,..,..
Seychelles,..,..,5.6,5.7,6.3,5.7,5.8,5.3,5.1,4.8,5.2,5.6,4.7,4.0,3.4,3.3,3.3,3.4,..,..
Sierra Leone,..,..,14.1,14.3,13.2,13.0,15.6,14.6,14.3,14.7,7.8,13.6,14.8,11.1,12.8,13.8,13.9,13.1,..,..
Singapore,..,..,3.0,3.0,2.9,3.2,3.1,2.8,3.0,3.4,3.7,3.2,3.0,3.3,3.2,3.6,4.1,4.0,..,..
Sint Maarten (Dutch part),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,..,..,6.1,6.4,5.8,5.7,5.8,6.6,6.9,7.2,7.5,7.2,7.0,7.3,7.8,8.0,9.1,8.8,..,..
Slovenia,..,..,7.5,7.7,7.8,7.9,7.8,8.3,8.6,8.6,8.6,8.4,8.4,8.3,7.8,8.4,9.3,9.4,..,..
Solomon Islands,..,..,4.1,4.0,4.5,4.7,4.8,5.2,5.2,4.9,4.3,4.5,4.6,6.3,6.2,6.0,8.7,8.6,..,..
Somalia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,..,..,7.5,8.0,8.3,8.6,9.1,8.5,8.8,8.7,8.9,8.9,8.8,8.5,8.5,8.6,9.2,8.9,..,..
South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,..,..,7.4,7.5,7.3,7.3,7.3,7.2,7.2,7.3,8.2,8.2,8.3,8.3,8.5,9.0,9.6,9.5,..,..
Sri Lanka,..,..,3.5,3.5,3.4,3.6,3.7,3.7,3.8,3.8,3.8,4.2,4.0,4.0,3.7,3.4,3.2,2.9,..,..
St. Kitts and Nevis,..,..,5.4,5.4,5.1,5.1,5.3,5.5,5.3,5.8,5.7,5.6,5.4,5.3,5.4,5.0,5.2,6.7,..,..
St. Lucia,..,..,4.8,5.5,5.0,5.0,5.2,5.4,6.0,6.1,5.8,5.8,5.8,7.3,7.2,8.1,8.4,8.7,..,..
St. Martin (French part),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,..,..,5.7,5.6,6.1,5.6,5.7,5.6,5.6,6.0,5.9,5.9,5.8,3.9,3.9,4.6,4.6,4.5,..,..
Sudan,..,..,3.4,4.0,3.8,4.0,3.8,3.4,3.5,3.6,3.8,4.1,4.0,4.9,6.0,6.9,7.3,6.3,..,..
Suriname,..,..,6.5,8.4,7.8,8.6,7.6,8.0,8.1,7.1,6.6,6.8,6.8,7.7,7.3,6.8,7.5,7.0,..,..
Swaziland,..,..,4.7,5.2,4.9,6.1,5.7,5.7,5.8,5.8,5.1,6.8,7.3,6.3,6.0,6.6,6.7,6.6,..,..
Sweden,..,..,8.0,8.2,8.1,8.2,8.3,8.2,9.0,9.3,9.4,9.2,9.2,8.9,8.9,9.2,10.0,9.6,..,..
